year,total,stock,capture,taxa,E1
2014,325920,Lepidopus caudatus,2412,Lepidopus caudatus,1026375703
2014,325920,Lophius spp,3990,Lophius spp,1026375703
2014,325920,Perciformes,211,Perciformes,1026375703
2014,325920,Polyprion americanus,61,Polyprion americanus,1026375703
2014,325920,Ruvettus pretiosus,6,Ruvettus pretiosus,1026375703
2014,325920,Scorpaenidae,2953,Scorpaenidae,1026375703
2014,325920,Trichiurus lepturus,1395,Trichiurus lepturus,1026375703
2014,325920,Triglidae,2399,Triglidae,1026375703
2014,325920,Uranoscopus scaber,192,Uranoscopus scaber,1026375703
2014,325920,Zeus faber,722,Zeus faber,1026375703
2015,328015,Ammodytes spp,416,Ammodytes spp,1094517356
2015,328015,Aphia minuta,85,Aphia minuta,1094517356
2015,328015,Argyrosomus regius,569,Argyrosomus regius,1094517356
2015,328015,Balistes carolinensis,304,Balistes carolinensis,1094517356
2015,328015,Boops boops,19917,Boops boops,1094517356
2015,328015,Dactylopterus volitans,4,Dactylopterus volitans,1094517356
2015,328015,Dentex dentex,1096,Dentex dentex,1094517356
2015,328015,Dentex macrophthalmus,350,Dentex macrophthalmus,1094517356
2015,328015,Dicentrarchus punctatus,716,Dicentrarchus punctatus,1094517356
2015,328015,Dicentrarchus spp,1221,Dicentrarchus spp,1094517356
2015,328015,Diplodus annularis,872,Diplodus annularis,1094517356
2015,328015,Diplodus sargus,2386,Diplodus sargus,1094517356
2015,328015,Diplodus spp,343,Diplodus spp,1094517356
2015,328015,Epinephelus aeneus,73,Epinephelus aeneus,1094517356
2015,328015,Epinephelus caninus,2,Epinephelus caninus,1094517356
2015,328015,Epinephelus spp,1114,Epinephelus spp,1094517356
2015,328015,Gobiidae,28409,Gobiidae,1094517356
2015,328015,Gobius niger,0,Gobius niger,1094517356
2015,328015,Labridae,138,Labridae,1094517356
2015,328015,Lithognathus mormyrus,1249,Lithognathus mormyrus,1094517356
2015,328015,Liza aurata,2315,Liza aurata,1094517356
2015,328015,Liza saliens,17,Liza saliens,1094517356
2015,328015,Mugil soiuy,266,Mugil soiuy,1094517356
2015,328015,Mugilidae,9432,Mugilidae,1094517356
2015,328015,Mullus spp,6787,Mullus spp,1094517356
2015,328015,Muraena helena,124,Muraena helena,1094517356
2015,328015,Oblada melanura,1066,Oblada melanura,1094517356
2015,328015,Pagellus acarne,1399,Pagellus acarne,1094517356
2015,328015,Pagellus bogaraveo,577,Pagellus bogaraveo,1094517356
2015,328015,Pagellus spp,594,Pagellus spp,1094517356
2015,328015,Pagrus pagrus,2581,Pagrus pagrus,1094517356
2015,328015,Pagrus spp,245,Pagrus spp,1094517356
2015,328015,Plectorhinchus mediterraneus,50,Plectorhinchus mediterraneus,1094517356
2015,328015,Sarpa salpa,3331,Sarpa salpa,1094517356
2015,328015,Saurida undosquamis,82,Saurida undosquamis,1094517356
2015,328015,Sciaena umbra,246,Sciaena umbra,1094517356
2015,328015,Sciaenidae,17,Sciaenidae,1094517356
2015,328015,Serranidae,784,Serranidae,1094517356
2015,328015,Siganus spp,1532,Siganus spp,1094517356
2015,328015,Sparidae,3832,Sparidae,1094517356
2015,328015,Sparisoma cretense,170,Sparisoma cretense,1094517356
2015,328015,Spicara maena,1496,Spicara maena,1094517356
2015,328015,Spondyliosoma cantharus,183,Spondyliosoma cantharus,1094517356
2015,328015,Synodontidae,875,Synodontidae,1094517356
2015,328015,Trachinidae,263,Trachinidae,1094517356
2015,328015,Trachinus draco,210,Trachinus draco,1094517356
2015,328015,Trachinus spp,446,Trachinus spp,1094517356
2015,328015,Umbrina canariensis,22,Umbrina canariensis,1094517356
2015,328015,Umbrina cirrosa,202,Umbrina cirrosa,1094517356
2015,328015,Xyrichtys novacula,61,Xyrichtys novacula,1094517356
2015,328015,Argentina spp,111,Argentina spp,1094517356
2015,328015,Aspitrigla cuculus,336,Aspitrigla cuculus,1094517356
2015,328015,Centrolophidae,21,Centrolophidae,1094517356
2015,328015,Cepola macrophthalma,153,Cepola macrophthalma,1094517356
2015,328015,Chelidonichthys lucerna,1011,Chelidonichthys lucerna,1094517356
2015,328015,Conger conger,1111,Conger conger,1094517356
2015,328015,Eutrigla gurnardus,554,Eutrigla gurnardus,1094517356
2015,328015,Helicolenus dactylopterus,287,Helicolenus dactylopterus,1094517356
2015,328015,Lepidopus caudatus,1653,Lepidopus caudatus,1094517356
2015,328015,Lophius spp,4488,Lophius spp,1094517356
2015,328015,Perciformes,240,Perciformes,1094517356
2015,328015,Polyprion americanus,97,Polyprion americanus,1094517356
2015,328015,Ruvettus pretiosus,10,Ruvettus pretiosus,1094517356
2015,328015,Scorpaenidae,1735,Scorpaenidae,1094517356
2015,328015,Trichiurus lepturus,1610,Trichiurus lepturus,1094517356
2015,328015,Triglidae,1100,Triglidae,1094517356
2015,328015,Uranoscopus scaber,214,Uranoscopus scaber,1094517356
2015,328015,Zeus faber,755,Zeus faber,1094517356
2016,343814.77,Ammodytes spp,379,Ammodytes spp,NA
2016,343814.77,Aphia minuta,94,Aphia minuta,NA
2016,343814.77,Argyrosomus regius,767,Argyrosomus regius,NA
2016,343814.77,Balistes carolinensis,296,Balistes carolinensis,NA
2016,343814.77,Boops boops,20497.65,Boops boops,NA
2016,343814.77,Dactylopterus volitans,4,Dactylopterus volitans,NA
2016,343814.77,Dentex dentex,1205.44,Dentex dentex,NA
2016,343814.77,Dentex macrophthalmus,395,Dentex macrophthalmus,NA
2016,343814.77,Dicentrarchus punctatus,468,Dicentrarchus punctatus,NA
2016,343814.77,Dicentrarchus spp,1095,Dicentrarchus spp,NA
2016,343814.77,Diplodus annularis,1017,Diplodus annularis,NA
2016,343814.77,Diplodus sargus,2641.86,Diplodus sargus,NA
2016,343814.77,Diplodus spp,359,Diplodus spp,NA
2016,343814.77,Epinephelus aeneus,56,Epinephelus aeneus,NA
2016,343814.77,Epinephelus caninus,3,Epinephelus caninus,NA
2016,343814.77,Epinephelus spp,1194.93,Epinephelus spp,NA
2016,343814.77,Gobiidae,29998,Gobiidae,NA
2016,343814.77,Gobius niger,0,Gobius niger,NA
2016,343814.77,Labridae,189,Labridae,NA
2016,343814.77,Lithognathus mormyrus,1104.73,Lithognathus mormyrus,NA
2016,343814.77,Liza aurata,2949,Liza aurata,NA
2016,343814.77,Liza saliens,12,Liza saliens,NA
2016,343814.77,Mugil soiuy,965,Mugil soiuy,NA
2016,343814.77,Mugilidae,9413.69,Mugilidae,NA
2016,343814.77,Mullus spp,7380.02,Mullus spp,NA
2016,343814.77,Muraena helena,121,Muraena helena,NA
2016,343814.77,Oblada melanura,1287.93,Oblada melanura,NA
2016,343814.77,Pagellus acarne,1412,Pagellus acarne,NA
2016,343814.77,Pagellus bogaraveo,418,Pagellus bogaraveo,NA
2016,343814.77,Pagellus spp,752,Pagellus spp,NA
2016,343814.77,Pagrus pagrus,2888.08,Pagrus pagrus,NA
2016,343814.77,Pagrus spp,327.69,Pagrus spp,NA
2016,343814.77,Plectorhinchus mediterraneus,65,Plectorhinchus mediterraneus,NA
2016,343814.77,Sarpa salpa,3690.7,Sarpa salpa,NA
2016,343814.77,Saurida undosquamis,82,Saurida undosquamis,NA
2016,343814.77,Sciaena umbra,276,Sciaena umbra,NA
2016,343814.77,Sciaenidae,15,Sciaenidae,NA
2016,343814.77,Serranidae,816,Serranidae,NA
2016,343814.77,Siganus spp,1418,Siganus spp,NA
2016,343814.77,Sparidae,4106,Sparidae,NA
2016,343814.77,Sparisoma cretense,206,Sparisoma cretense,NA
2016,343814.77,Spicara maena,1355,Spicara maena,NA
2016,343814.77,Spondyliosoma cantharus,272,Spondyliosoma cantharus,NA
2016,343814.77,Synodontidae,784,Synodontidae,NA
2016,343814.77,Trachinidae,245,Trachinidae,NA
2016,343814.77,Trachinus draco,233.28,Trachinus draco,NA
2016,343814.77,Trachinus spp,419,Trachinus spp,NA
2016,343814.77,Umbrina canariensis,19,Umbrina canariensis,NA
2016,343814.77,Umbrina cirrosa,189,Umbrina cirrosa,NA
2016,343814.77,Xyrichtys novacula,32,Xyrichtys novacula,NA
2016,343814.77,Argentina spp,147,Argentina spp,NA
2016,343814.77,Aspitrigla cuculus,362,Aspitrigla cuculus,NA
2016,343814.77,Centrolophidae,17,Centrolophidae,NA
2016,343814.77,Cepola macrophthalma,152,Cepola macrophthalma,NA
2016,343814.77,Chelidonichthys lucerna,1044,Chelidonichthys lucerna,NA
2016,343814.77,Conger conger,1036.19,Conger conger,NA
2016,343814.77,Eutrigla gurnardus,517,Eutrigla gurnardus,NA
2016,343814.77,Helicolenus dactylopterus,334,Helicolenus dactylopterus,NA
2016,343814.77,Lepidopus caudatus,1550,Lepidopus caudatus,NA
2016,343814.77,Lophius spp,3993.29,Lophius spp,NA
2016,343814.77,Perciformes,256,Perciformes,NA
2016,343814.77,Polyprion americanus,97,Polyprion americanus,NA
2016,343814.77,Ruvettus pretiosus,2,Ruvettus pretiosus,NA
2016,343814.77,Scorpaenidae,2190.76,Scorpaenidae,NA
2016,343814.77,Trichiurus lepturus,1515,Trichiurus lepturus,NA
2016,343814.77,Triglidae,1215,Triglidae,NA
2016,343814.77,Uranoscopus scaber,233,Uranoscopus scaber,NA
2016,343814.77,Zeus faber,699.9,Zeus faber,NA
2017,354889.77,Ammodytes spp,118,Ammodytes spp,NA
2017,354889.77,Aphia minuta,74,Aphia minuta,NA
2017,354889.77,Argyrosomus regius,775,Argyrosomus regius,NA
2017,354889.77,Balistes carolinensis,397,Balistes carolinensis,NA
2017,354889.77,Boops boops,20151.78,Boops boops,NA
2017,354889.77,Dactylopterus volitans,4,Dactylopterus volitans,NA
2017,354889.77,Dentex dentex,1088.51,Dentex dentex,NA
2017,354889.77,Dentex macrophthalmus,394,Dentex macrophthalmus,NA
2017,354889.77,Dicentrarchus punctatus,419,Dicentrarchus punctatus,NA
2017,354889.77,Dicentrarchus spp,1300,Dicentrarchus spp,NA
2017,354889.77,Diplodus annularis,860,Diplodus annularis,NA
2017,354889.77,Diplodus sargus,2210.12,Diplodus sargus,NA
2017,354889.77,Diplodus spp,447,Diplodus spp,NA
2017,354889.77,Epinephelus aeneus,44,Epinephelus aeneus,NA
2017,354889.77,Epinephelus caninus,4,Epinephelus caninus,NA
2017,354889.77,Epinephelus spp,965.54,Epinephelus spp,NA
2017,354889.77,Gobiidae,31839,Gobiidae,NA
2017,354889.77,Gobius niger,0,Gobius niger,NA
2017,354889.77,Labridae,233,Labridae,NA
2017,354889.77,Lithognathus mormyrus,1005.2,Lithognathus mormyrus,NA
2017,354889.77,Liza aurata,3129,Liza aurata,NA
2017,354889.77,Liza saliens,273,Liza saliens,NA
2017,354889.77,Mugil soiuy,1415,Mugil soiuy,NA
2017,354889.77,Mugilidae,6310.69,Mugilidae,NA
2017,354889.77,Mullus spp,8174.88,Mullus spp,NA
2017,354889.77,Muraena helena,135,Muraena helena,NA
2017,354889.77,Oblada melanura,1289.07,Oblada melanura,NA
2017,354889.77,Pagellus acarne,1673,Pagellus acarne,NA
2017,354889.77,Pagellus bogaraveo,290,Pagellus bogaraveo,NA
2017,354889.77,Pagellus spp,734,Pagellus spp,NA
2017,354889.77,Pagrus pagrus,2871.01,Pagrus pagrus,NA
2017,354889.77,Pagrus spp,452.66,Pagrus spp,NA
2017,354889.77,Plectorhinchus mediterraneus,47,Plectorhinchus mediterraneus,NA
2017,354889.77,Sarpa salpa,3871.97,Sarpa salpa,NA
2017,354889.77,Sciaena umbra,382,Sciaena umbra,NA
2017,354889.77,Sciaenidae,24,Sciaenidae,NA
2017,354889.77,Serranidae,844,Serranidae,NA
2017,354889.77,Siganus spp,1711,Siganus spp,NA
2017,354889.77,Sparidae,4062,Sparidae,NA
2017,354889.77,Sparisoma cretense,236,Sparisoma cretense,NA
2017,354889.77,Spicara maena,1680,Spicara maena,NA
2017,354889.77,Spondyliosoma cantharus,288,Spondyliosoma cantharus,NA
2017,354889.77,Synodontidae,881,Synodontidae,NA
2017,354889.77,Trachinidae,213,Trachinidae,NA
2017,354889.77,Trachinus draco,1338.42,Trachinus draco,NA
2017,354889.77,Trachinus spp,362,Trachinus spp,NA
2017,354889.77,Umbrina canariensis,30,Umbrina canariensis,NA
2017,354889.77,Umbrina cirrosa,157,Umbrina cirrosa,NA
2017,354889.77,Xyrichtys novacula,68,Xyrichtys novacula,NA
2017,354889.77,Argentina spp,147,Argentina spp,NA
2017,354889.77,Aspitrigla cuculus,326,Aspitrigla cuculus,NA
2017,354889.77,Centrolophidae,17,Centrolophidae,NA
2017,354889.77,Cepola macrophthalma,87,Cepola macrophthalma,NA
2017,354889.77,Chelidonichthys lucerna,1264,Chelidonichthys lucerna,NA
2017,354889.77,Conger conger,799.99,Conger conger,NA
2017,354889.77,Eutrigla gurnardus,663,Eutrigla gurnardus,NA
2017,354889.77,Helicolenus dactylopterus,480,Helicolenus dactylopterus,NA
2017,354889.77,Lepidopus caudatus,2291,Lepidopus caudatus,NA
2017,354889.77,Lophius spp,4516.31,Lophius spp,NA
2017,354889.77,Perciformes,268,Perciformes,NA
2017,354889.77,Polyprion americanus,66,Polyprion americanus,NA
2017,354889.77,Ruvettus pretiosus,0,Ruvettus pretiosus,NA
2017,354889.77,Scorpaenidae,2024.68,Scorpaenidae,NA
2017,354889.77,Trichiurus lepturus,2141,Trichiurus lepturus,NA
2017,354889.77,Triglidae,1143,Triglidae,NA
2017,354889.77,Uranoscopus scaber,116,Uranoscopus scaber,NA
2017,354889.77,Zeus faber,699.91,Zeus faber,NA
2018,342596,Ammodytes spp,174,Ammodytes spp,NA
2018,342596,Aphia minuta,81,Aphia minuta,NA
2018,342596,Argyrosomus regius,1026,Argyrosomus regius,NA
2018,342596,Balistes carolinensis,348,Balistes carolinensis,NA
2018,342596,Boops boops,19711,Boops boops,NA
2018,342596,Dactylopterus volitans,3,Dactylopterus volitans,NA
2018,342596,Dentex dentex,999,Dentex dentex,NA
2018,342596,Dentex macrophthalmus,368,Dentex macrophthalmus,NA
2018,342596,Dicentrarchus punctatus,528,Dicentrarchus punctatus,NA
2018,342596,Dicentrarchus spp,1222,Dicentrarchus spp,NA
2018,342596,Diplodus annularis,958,Diplodus annularis,NA
2018,342596,Diplodus sargus,2355,Diplodus sargus,NA
2018,342596,Diplodus spp,265,Diplodus spp,NA
2018,342596,Epinephelus aeneus,55,Epinephelus aeneus,NA
2018,342596,Epinephelus caninus,9,Epinephelus caninus,NA
2018,342596,Epinephelus spp,1031,Epinephelus spp,NA
2018,342596,Gobiidae,19771,Gobiidae,NA
2018,342596,Gobius niger,99,Gobius niger,NA
2018,342596,Labridae,319,Labridae,NA
2018,342596,Lithognathus mormyrus,912,Lithognathus mormyrus,NA
2018,342596,Liza aurata,2653,Liza aurata,NA
2018,342596,Liza saliens,3,Liza saliens,NA
2018,342596,Mugil soiuy,477,Mugil soiuy,NA
2018,342596,Mugilidae,6799,Mugilidae,NA
2018,342596,Mullus spp,8212,Mullus spp,NA
2018,342596,Muraena helena,188,Muraena helena,NA
2018,342596,Oblada melanura,1194,Oblada melanura,NA
2018,342596,Pagellus acarne,1646,Pagellus acarne,NA
2018,342596,Pagellus bogaraveo,265,Pagellus bogaraveo,NA
2018,342596,Pagellus spp,695,Pagellus spp,NA
2018,342596,Pagrus pagrus,2944,Pagrus pagrus,NA
2018,342596,Pagrus spp,430,Pagrus spp,NA
2018,342596,Plectorhinchus mediterraneus,28,Plectorhinchus mediterraneus,NA
2018,342596,Sarpa salpa,4301,Sarpa salpa,NA
2018,342596,Sciaena umbra,310,Sciaena umbra,NA
2018,342596,Sciaenidae,20,Sciaenidae,NA
2018,342596,Serranidae,923,Serranidae,NA
2018,342596,Siganus spp,1513,Siganus spp,NA
2018,342596,Sparidae,3784,Sparidae,NA
2018,342596,Sparisoma cretense,222,Sparisoma cretense,NA
2018,342596,Spicara maena,466,Spicara maena,NA
2018,342596,Spondyliosoma cantharus,345,Spondyliosoma cantharus,NA
2018,342596,Synodontidae,906,Synodontidae,NA
2018,342596,Trachinidae,78,Trachinidae,NA
2018,342596,Trachinus draco,355,Trachinus draco,NA
2018,342596,Trachinus spp,299,Trachinus spp,NA
2018,342596,Umbrina canariensis,25,Umbrina canariensis,NA
2018,342596,Umbrina cirrosa,172,Umbrina cirrosa,NA
2018,342596,Xyrichtys novacula,81,Xyrichtys novacula,NA
2018,342596,Argentina spp,173,Argentina spp,NA
2018,342596,Aspitrigla cuculus,438,Aspitrigla cuculus,NA
2018,342596,Centrolophidae,236,Centrolophidae,NA
2018,342596,Cepola macrophthalma,214,Cepola macrophthalma,NA
2018,342596,Chelidonichthys lucerna,1312,Chelidonichthys lucerna,NA
2018,342596,Conger conger,948,Conger conger,NA
2018,342596,Eutrigla gurnardus,849,Eutrigla gurnardus,NA
2018,342596,Helicolenus dactylopterus,1467,Helicolenus dactylopterus,NA
2018,342596,Lepidopus caudatus,1676,Lepidopus caudatus,NA
2018,342596,Lophius spp,4684,Lophius spp,NA
2018,342596,Perciformes,179,Perciformes,NA
2018,342596,Polyprion americanus,74,Polyprion americanus,NA
2018,342596,Ruvettus pretiosus,1,Ruvettus pretiosus,NA
2018,342596,Scorpaenidae,2015,Scorpaenidae,NA
2018,342596,Trichiurus lepturus,2007,Trichiurus lepturus,NA
2018,342596,Triglidae,1648,Triglidae,NA
2018,342596,Uranoscopus scaber,222,Uranoscopus scaber,NA
2018,342596,Zeus faber,817,Zeus faber,NA
